system_id,RetirementSystemName,NumberofPlans,NumberofEmployers,fy,fund_id,actives_tot,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,beneficiaries_ServiceRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,BegMktAssets_net,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net,ppd_system_directory_listed,RetirementSystemDesc,sys_DataStartYear,sys_DataEndYear,RetirementSystemStateAbbrev,Source,L
1,Alabama ERS,2,1141,2011,1,87305.0,11536.0,,37894.0,,,,,2593.0,,139328.0,8397974.0,196253.0,405904.0,,,,,2110.0,604267.0,-117719.0,,,,314005.0,,,,,,,,,,-2308.0,,-2109.0,-539.0,,803258.0,,-809336.0,,-36832.0,,,,,,,-10278.0,-2029.0,-2157.0,-860632.0,,8340570.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2012,1,85967.0,10509.0,,39427.0,,,,,2708.0,,138611.0,8340570.0,218450.0,328267.0,,,,,2101.0,548818.0,1146849.0,,,,317496.0,,,,,,,,,,-2256.0,,-1880.0,-186.0,,2015687.0,,-875647.0,,-40999.0,,,,,,,-10873.0,-1981.0,-2180.0,-931680.0,,9424577.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2013,1,84378.0,11524.0,,34919.0,,,,,3528.0,,137378.0,9424577.0,225500.0,352722.0,,,,,2065.0,580287.0,1009921.0,,,,317132.0,,,,,,,,,,-2549.0,,-1763.0,-196.0,,1908992.0,,-924587.0,,-45033.0,,,,,,,-10047.0,-2015.0,-3587.0,-985269.0,,10348300.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2014,1,82934.0,11868.0,14488.0,37842.0,,,,,4202.0,,182923.0,10348300.0,226816.0,406971.0,,,,,2964.0,636751.0,912500.0,,,,305079.0,,,,,,,,,,-2766.0,,-1306.0,-22.0,,1854624.0,,-978304.0,,-47991.0,,,,,,,-9893.0,-2055.0,-3632.0,-1041876.0,,11161048.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2015,1,84326.0,8532.0,19203.0,40636.0,,,,,1940.0,,184407.0,11161048.0,229406.0,426009.0,,,,,3531.0,658946.0,-193849.0,,,,318214.0,,,,,,,,,,-2771.0,,-1508.0,-171.0,,784580.0,,-1048863.0,,-51124.0,,,,,,,-11492.0,-2046.0,-4114.0,-1117369.0,-12211.0,10815778.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2016,1,84156.0,8835.0,19139.0,43561.0,,,,,1095.0,,186135.0,10815778.0,235439.0,452627.0,,,,,6301.0,694367.0,775138.0,,,,304234.0,,,,,,,,,,-2883.0,,-2876.0,-1414.0,,1775719.0,,-1069410.0,,-45883.0,,,,,,,-11399.0,-2021.0,-3668.0,-1132381.0,,11459116.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2017,1,84940.0,3128.0,18854.0,45857.0,,,,,,,183007.0,11459116.0,234199.0,443588.0,,,,,3674.0,681511.0,1124498.0,,,,309205.0,,,,,,,,,,-3305.0,,-4947.0,-3514.0,,2116309.0,,-1083147.0,,-48036.0,,,,,,,-12316.0,-2520.0,-4357.0,-1150376.0,,12425049.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2018,1,85788.0,11989.0,18716.0,46798.0,,,,,,,194939.0,12425049.0,240598.0,443520.0,,,,,5010.0,689128.0,795203.0,,,,330653.0,,,,,,,,,,-3395.0,,-7264.0,-5781.0,,1815162.0,,-1130302.0,,-45200.0,,,,,,,-11547.0,-2544.0,-5415.0,-1195008.0,-7537.0,13037666.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2019,1,87746.0,9510.0,22929.0,48157.0,,,,,,,198002.0,13037666.0,254165.0,485575.0,,,,,4376.0,744116.0,33568.0,,,,298474.0,,,,,,,,,,-3661.0,,-10991.0,-9612.0,,1075717.0,,-1160059.0,,-49321.0,,,,,,,-13291.0,-2895.0,-6803.0,-1232369.0,,12881014.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2020,1,84900.0,17537.0,19104.0,51903.0,,,,,,,173444.0,12881014.0,270081.0,537905.0,,,,,349797.0,1157783.0,441805.0,,,,305698.0,,,,,,,,,,-3828.0,,-3548.0,-2037.0,,1904572.0,,-1248249.0,,-47001.0,,,,,,,-13485.0,-3411.0,-4344.0,-1316490.0,,13469096.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2021,1,85850.0,21774.0,20116.0,54823.0,,,,,,,182563.0,13469096.0,286128.0,534662.0,,,,,4790.0,825580.0,2615246.0,,,,309491.0,,,,,,,,,,-4003.0,,-1846.0,-40.0,,3750259.0,,-1299248.0,,-54185.0,,,,,,,-11351.0,-3520.0,-118.0,-1374550.0,,15844805.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
1,Alabama ERS,2,1141,2022,1,84939.0,25065.0,21127.0,55867.0,,,,,,,186998.0,15844805.0,307971.0,580486.0,,,,,6606.0,897742.0,-2333691.0,,,,337204.0,,,,,,,,,,-3544.0,,-3586.0,-2390.0,,-1099497.0,,-1364199.0,,-59303.0,,,,,,,-11749.0,-3551.0,-6494.0,-1448600.0,,13296708.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2001,1,130066.0,15405.0,,48845.0,43644.0,2329.0,,,,,194316.0,17249025.0,228088.0,279880.0,,,,,2530.0,510498.0,-1860162.0,,,,769739.0,,,,,,,,,,-3467.0,43671.0,-40487.0,-39692.0,,-580208.0,-846052.0,-811896.0,,,,,,,-34156.0,,-6023.0,-1002.0,-1207.0,-854284.0,,15814533.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2002,1,128649.0,16908.0,,52256.0,45741.0,2441.0,,973.0,973.0,,197813.0,15814533.0,233789.0,265670.0,,,,,1937.0,501396.0,-1915592.0,,,,672200.0,,,,,,,,,,-4592.0,16473.0,-13246.0,-12462.0,,-743361.0,-893893.0,-858383.0,,,,,,,-35510.0,,-6845.0,-391.0,-2091.0,-903220.0,,14167952.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2003,1,129617.0,16250.0,,56263.0,47685.0,2557.0,,2711.0,2711.0,,202130.0,14167952.0,249996.0,235786.0,,,,,2022.0,487804.0,1412887.0,,,,592645.0,,,,,,,,,,-4432.0,14215.0,-10884.0,-10052.0,,2492235.0,-964771.0,-932687.0,,,,,,,-32084.0,,-7011.0,-367.0,-2418.0,-974567.0,,15685620.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2004,1,131814.0,14588.0,,60934.0,50127.0,2740.0,,4468.0,4468.0,,207336.0,15685620.0,251714.0,312474.0,,,,,2146.0,566334.0,1055525.0,,,,580000.0,,,,,,,,,,-4079.0,10704.0,-7836.0,-7206.0,,2200648.0,-1023744.0,-987761.0,,,,,,,-35983.0,,-7361.0,-439.0,-1575.0,-1033119.0,,16853149.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2005,1,135126.0,14520.0,,64362.0,52717.0,3010.0,,4839.0,4839.0,,214008.0,16853149.0,260149.0,347862.0,,,,,2707.0,610718.0,1221059.0,,,,624397.0,,,,,,,,,,-4278.0,40399.0,-35179.0,-33559.0,,2457116.0,-1129073.0,-1092723.0,,,,,,,-36350.0,,-10372.0,-468.0,-1829.0,-1141742.0,,18168523.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2006,1,138613.0,16913.0,,66768.0,54286.0,3160.0,,5375.0,5375.0,,222294.0,18168523.0,278220.0,434195.0,,,,,3235.0,715650.0,878743.0,,,,703189.0,,,,,,,,,,-4947.0,84052.0,-78678.0,-77407.0,,2298009.0,-1243934.0,-1207251.0,,,,,,,-36683.0,,-11325.0,-462.0,-3008.0,-1258729.0,,19207803.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2007,1,141217.0,16781.0,,69500.0,57041.0,3275.0,,5071.0,5071.0,,227498.0,19207803.0,302272.0,540847.0,,,,,2814.0,845933.0,2589858.0,,,,719910.0,,,,,,,,,,-5105.0,136869.0,-128736.0,-126966.0,,4158729.0,-1435282.0,-1397808.0,,,,,,,-37474.0,,-9614.0,-480.0,-2406.0,-1447782.0,,21918750.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2008,1,141528.0,16791.0,,72097.0,59263.0,3430.0,,5169.0,5169.0,,230416.0,21918750.0,323822.0,729995.0,,,,,3182.0,1056999.0,-4057823.0,,,,705555.0,,,,,,,,,,-5990.0,83588.0,-62027.0,-57695.0,,-2279698.0,-1524188.0,-1486871.0,,,,,,,-37317.0,,-12216.0,-578.0,-1683.0,-1538665.0,,18100387.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2009,1,137935.0,17265.0,,74621.0,61345.0,3563.0,,5340.0,5340.0,,229821.0,18100387.0,321100.0,753518.0,,,,,2606.0,1077224.0,-2083048.0,,,,580656.0,,,,,,,,,,-5419.0,33782.0,-11097.0,,,-407902.0,-1554597.0,-1512260.0,,,,,,,-42337.0,,-11005.0,,-5895.0,-1571497.0,,16120988.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2010,1,136290.0,20163.0,,77428.0,63450.0,3715.0,,5737.0,5737.0,,233881.0,16120988.0,319770.0,776421.0,,,,,1633.0,1097824.0,886997.0,,,,559941.0,,,,,,,,,,-5415.0,12519.0,-5730.0,-2820.0,,2546136.0,-1611418.0,-1567790.0,,,,,,,-43628.0,,-11979.0,-4264.0,-1790.0,-1629451.0,,17037673.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2011,1,135768.0,17559.0,,80248.0,66067.0,3846.0,,5625.0,5625.0,,233575.0,17037673.0,321137.0,779644.0,,,,,2059.0,1102840.0,-278407.0,,,,624546.0,,,,,,,,,,-5305.0,15643.0,-4512.0,-1261.0,,1454805.0,-1723185.0,-1673881.0,,,,,,,-49304.0,,-10820.0,-4243.0,-2012.0,-1740260.0,,16752218.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2012,1,133791.0,18568.0,,82806.0,69401.0,4020.0,,4436.0,4436.0,,235165.0,16752218.0,456518.0,618306.0,,,,,2016.0,1076840.0,2349955.0,,,,634695.0,,,,,,,,,,-5260.0,13670.0,-3898.0,-433.0,,4066002.0,-1850258.0,-1800805.0,,,,,,,-49453.0,,-11555.0,-4344.0,-1937.0,-1868094.0,,18950126.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2013,1,133919.0,17643.0,,84774.0,72376.0,4217.0,,3029.0,3029.0,,236336.0,18950126.0,474241.0,627892.0,,,,,3345.0,1105478.0,2090646.0,,,,638766.0,,,,,,,,,,-5712.0,12753.0,-3747.0,-401.0,,3838184.0,-1949212.0,-1893321.0,,,,,,,-55891.0,,-12591.0,-4312.0,-1823.0,-1967938.0,,20820372.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2014,1,135230.0,15402.0,29841.0,86957.0,75467.0,4404.0,,1748.0,1748.0,,237589.0,20820372.0,477300.0,739547.0,,,,,3549.0,1220396.0,1853288.0,,,,618861.0,,,,,,,,,,-5732.0,9629.0,-2894.0,-65.0,,3693548.0,-2052294.0,-1997595.0,,,,,,,-54699.0,,-13103.0,-4336.0,-2880.0,-2072613.0,,22441307.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2015,1,135986.0,15916.0,29071.0,89332.0,78547.0,4563.0,,699.0,699.0,,241234.0,22441307.0,473903.0,737671.0,,,,,4015.0,1215589.0,-381400.0,,,,640910.0,,,,,,,,,,-6407.0,11512.0,-3147.0,-365.0,,1477057.0,-2133362.0,-2075302.0,,,,,,,-58060.0,,-15074.0,-4258.0,-3432.0,-2156126.0,-14507.0,21747731.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2016,1,136731.0,16770.0,29349.0,91574.0,81127.0,4775.0,,,,,245075.0,21747731.0,472390.0,751902.0,,,,,3590.0,1227882.0,1589279.0,,,,607795.0,,,,,,,,,,-7731.0,15930.0,-5869.0,-2825.0,,3427286.0,-2212914.0,-2155784.0,,,,,,,-57130.0,,-14873.0,-4709.0,-6223.0,-2238719.0,,22936298.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
2,Alabama Teachers,1,1141,2017,1,136941.0,17564.0,30228.0,93850.0,83038.0,5050.0,,,,,248355.0,22936298.0,486542.0,782695.0,,,,,3096.0,1272333.0,2021774.0,,,,613353.0,,,,,,,,,,-8685.0,20125.0,-10462.0,-7350.0,,3908438.0,-2167464.0,-2111830.0,,,,,,,-55634.0,,-16390.0,-6012.0,-3413.0,-2193279.0,,24651457.0,1,"RSA administers pension and other benefits for most public employees in Alabama. The System consists of the Teachers' Retirement System; the Employees' Retirement System, which includes state employees, state police officers, and employees of political subdivisions that have elected to participate in the RSA; and the Judicial Retirement Fund.",2001,2022,AL,2014 ERS TRS CAFR p 29,
